name,category,domain,from_price_usd_mo,flags,review_url,researched,entry_price,entry_price_terms,pricing_status
Reditus,Marketing,getreditus.com,99.0,addons_extra,https://aibuildermarketplace.com/b2b/reditus-review/,2026-07,$99,"per month billed annually ($1,188/yr), up to $60K tracked ARR",public
Remote People,HR & People,remotepeople.com,199.0,per_seat|annual_lock,https://aibuildermarketplace.com/b2b/remote-people-review/,2026-07,$199,"EOR Flex, per employee · billed monthly with no commitment, no setup fee and no minimum headcount",public
rePete,E-commerce,repete.me,,usage_metered,https://aibuildermarketplace.com/b2b/repete-review/,2026-07,,,see_details
Replit,IT & Productivity,replit.com,20.0,usage_metered,https://aibuildermarketplace.com/b2b/replit-review/,2026-07,$20,per month billed annually,public
Reply.io,Growth & Revenue,reply.io,49.0,usage_metered|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/reply-io-review/,2026-07,$49,"Email Volume, 1,000… · per month, pay-as-you-go by active contacts",public
respond.io,Communication & Voice,respond.io,79.0,per_seat,https://aibuildermarketplace.com/b2b/respond-io-review/,2026-07,$79,Starter · per month,public
Restream,Growth & Revenue,restream.io,19.0,addons_extra|free_tier,https://aibuildermarketplace.com/b2b/restream-review/,2026-07,$19,per month ($190/yr billed annually),public
Retouch4me,Design & Content,retouch4.me,,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/retouch4me-review/,2026-07,,,see_details
Rippling,HR & People,rippling.com,8.0,quote_only|per_seat,https://aibuildermarketplace.com/b2b/rippling-review/,2026-07,$8,per user a month (published floor for the global-payroll platform),public
Riverside,Growth & Revenue,riverside.com,24.0,usage_metered|annual_lock,https://aibuildermarketplace.com/b2b/riverside-review/,2026-07,$24,per month billed yearly ($35 monthly),public
RocketReach,Growth & Revenue,rocketreach.co,19.0,,https://aibuildermarketplace.com/b2b/rocketreach-review/,2026-07,$19,"Essentials · per month on an annual term, billed $229 USD annually",public
Ruby,Communication & Voice,ruby.com,250.0,usage_metered,https://aibuildermarketplace.com/b2b/ruby-review/,2026-07,$250,Virtual receptionist… · per month as published,public
Runpod,IT & Productivity,runpod.io,,,https://aibuildermarketplace.com/b2b/runpod-review/,2026-07,$0.27,"RTX A5000 pod, Secure… · per hour, billed per second",public
Salesflare,Growth & Revenue,salesflare.com,29.0,per_seat|usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/salesflare-review/,2026-07,$29,per month billed yearly ($39 monthly),public
Salesflow,Sales & CRM,salesflow.io,99.0,per_seat|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/salesflow-review/,2026-07,$99,"per seat a month, from 1 seat",public
Salesmessage,Communication & Voice,salesmessage.com,25.0,usage_metered|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/salesmessage-review/,2026-07,$25,"Basic… · on monthly billing, as published",public
SaneBox,Operations & Workflow,sanebox.com,,,https://aibuildermarketplace.com/b2b/sanebox-review/,2026-07,$4.54,Snack… · per month on a two-year prepay ($109 every 2 years),public
Scarcity.AI,E-commerce,effectify.io,,,https://aibuildermarketplace.com/b2b/scarcity-ai-review/,2026-07,$4.99,"Monthly Plan… · per month for the low stock counter, or $41.91 a year",public
Scrolly,E-commerce,effectify.io,,free_tier,https://aibuildermarketplace.com/b2b/scrolly-review/,2026-07,$2.99,"Unlimited · per month, or $25.11 a year at a 30% saving, with a 7-day free trial",public
Seamless.ai,Growth & Revenue,seamless.ai,,quote_only|per_seat|usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/seamless-ai-review/,2026-07,,,quote_only
Section Library,Design & Content,sectionlibrary.com,9.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/section-library-review/,2026-07,$9,"Starter · per month for 25 credits and access to the full section library, billed…",public
Securify,E-commerce,securification.ai,,free_tier,https://aibuildermarketplace.com/b2b/securify-review/,2026-07,$5.99,"Pro · per month, or $49.99 a year (30% less)",public
Seel,E-commerce,seel.com,99.0,quote_only|usage_metered|free_tier,https://aibuildermarketplace.com/b2b/seel-review/,2026-07,$99,a month per store,public
Selixer,E-commerce,selixer.com,,usage_metered,https://aibuildermarketplace.com/b2b/selixer-review/,2026-07,$149,"Essence · per month for two user seats, one connected ad platform and a year of…",public
Selleasy,Growth & Revenue,logbase.io,9.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/selleasy-review/,2026-07,$9,Starter Tier II · per month for 51-500 total store orders,public
Seller Investigators,E-commerce,sellerinvestigators.com,,usage_metered,https://aibuildermarketplace.com/b2b/seller-investigators-review/,2026-07,,,see_details
Seller Snap,E-commerce,sellersnap.io,250.0,annual_lock,https://aibuildermarketplace.com/b2b/seller-snap-review/,2026-07,$250,Accelerator… · billed monthly,public
Sellfy,Growth & Revenue,sellfy.com,29.0,usage_metered,https://aibuildermarketplace.com/b2b/sellfy-review/,2026-07,$29,"Starter, up to $10k in… · billed monthly",public
Sendcloud,Operations & Workflow,sendcloud.com,,addons_extra|free_tier,https://aibuildermarketplace.com/b2b/sendcloud-review/,2026-07,€28,Lite · billed monthly,public
Sentaro,IT & Productivity,sentaro.com,6.0,,https://aibuildermarketplace.com/b2b/sentaro-review/,2026-07,$6,a month per protected account (first account free),public
SEO Space,Marketing,seospace.co,18.99,usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/seo-space-review/,2026-07,$18.99,per month billed monthly (~$12.66/mo effective),public
SEOKart,SEO & Marketing,seokart.com,20.0,usage_metered|annual_lock,https://aibuildermarketplace.com/b2b/seokart-review/,2026-07,$20,"per month or $216/yr (1,000 products, 100 keywords)",public
SEOmatic,SEO & Marketing,seomatic.io,15.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/seomatic-review/,2026-07,$15,"Starter · per month for up to 500 products, billed in USD every 30 days",public
Serpstat,Marketing,serpstat.com,50.0,usage_metered|annual_lock,https://aibuildermarketplace.com/b2b/serpstat-review/,2026-07,$50,Individual · per month on annual billing,public
ServiceM8,Operations & Workflow,servicem8.com,,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/servicem8-review/,2026-07,,,see_details
Shiftie,Operations & Workflow,shiftie.co,,quote_only,https://aibuildermarketplace.com/b2b/shiftie-review/,2026-07,£2.75,per user per month,public
Shipdock,E-commerce,happyapps.cz,9.99,annual_lock,https://aibuildermarketplace.com/b2b/shipdock-review/,2026-07,$9.99,"Lite · per month for Lite, which exports CSV only ($107.88 a year)",public
Shippo,Operations & Workflow,goshippo.com,19.0,usage_metered|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/shippo-review/,2026-07,$19,"per month for 1-200 labels, or $205/yr",public
Shoeboxed,Financial Operations,shoeboxed.com,,usage_metered,https://aibuildermarketplace.com/b2b/shoeboxed-review/,2026-07,$97,"per year, or $9/mo (30 digital scans/mo)",public
Shorby,Growth & Revenue,shorby.com,15.0,,https://aibuildermarketplace.com/b2b/shorby-review/,2026-07,$15,"per month, or $12/mo billed annually",public
Shore,Operations & Workflow,shore.com,,addons_extra,https://aibuildermarketplace.com/b2b/shore-review/,2026-07,€49.90,"per month billed yearly, €59.90 monthly (Starter, 2 employees)",public
Signal House,Communication & Voice,signalhouse.io,,usage_metered,https://aibuildermarketplace.com/b2b/signal-house-review/,2026-07,,,see_details
Signeasy,Productivity,signeasy.com,10.0,per_seat,https://aibuildermarketplace.com/b2b/signeasy-review/,2026-07,$10,"per month billed yearly ($120/yr), single seat",public
Signitic,Marketing,signitic.com,,per_seat,https://aibuildermarketplace.com/b2b/signitic-review/,2026-07,€1,"Standard · per user per month, minimum 20 licences",public
SignNow,Operations & Workflow,signnow.com,8.0,per_seat|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/signnow-review/,2026-07,$8,"per user a month, annual billing (month-to-month priced higher)",public
Similarweb,SEO & Marketing,similarweb.com,125.0,addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/similarweb-review/,2026-07,$125,per month on annual billing ($199 monthly) for one user,public
SimpleTexting,Communication & Voice,simpletexting.com,29.0,per_seat|usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/simpletexting-review/,2026-07,$29,500-credit plan… · per month,public
SimplyBook.me,Operations & Workflow,simplybook.me,,annual_lock|free_tier,https://aibuildermarketplace.com/b2b/simplybook-me-review/,2026-07,€11.90,per month billed annually (€13.90 monthly),public
Skip To Checkout,E-commerce,effectify.io,,,https://aibuildermarketplace.com/b2b/skip-to-checkout-review/,2026-07,,,see_details
Smartli,Growth & Revenue,smartli.ai,39.0,annual_lock,https://aibuildermarketplace.com/b2b/smartli-review/,2026-07,$39,"per month, monthly only (drops on annual billing)",public
SmartSuite,Operations & Workflow,smartsuite.com,15.0,per_seat,https://aibuildermarketplace.com/b2b/smartsuite-review/,2026-07,$15,"Team, per seat · per seat per month billed annually ($20 billed monthly), with a minimum…",public
Smarty Discounts,E-commerce,neezon.com,,free_tier,https://aibuildermarketplace.com/b2b/smarty-discounts-review/,2026-07,$9.99,a month or $99.99 a year (17% off vs monthly),public
SMTP.com,IT & Productivity,smtp.com,25.0,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/smtp-com-review/,2026-07,$25,"per month (50,000 emails, shared IP)",public
SMTP2GO,IT & Productivity,smtp2go.com,15.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/smtp2go-review/,2026-07,$15,"per month or $150/yr for 10,000 emails",public
Social Bar,Marketing,effectify.io,,,https://aibuildermarketplace.com/b2b/social-bar-review/,2026-07,$4.99,a month or $41.88 a year,public
SocialBee,Growth & Revenue,socialbee.io,29.0,addons_extra,https://aibuildermarketplace.com/b2b/socialbee-review/,2026-07,$29,"per month ($290/yr, 16% off), 5 profiles, 1 workspace",public
Softr,IT & Productivity,softr.io,19.0,usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/softr-review/,2026-07,$19,"per month billed annually (page opens on the Yearly tab, two months off)",public
SoftSync,Growth & Revenue,softsync.ai,29.0,per_seat|usage_metered,https://aibuildermarketplace.com/b2b/softsync-review/,2026-07,$29,"Pro, per seat · per seat a month billed yearly",public
Spiky.ai,Sales & CRM,spiky.ai,15.0,per_seat|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/spiky-ai-review/,2026-07,$15,"per user a month billed annually, or $18 monthly",public
Spocket,Growth & Revenue,spocket.co,39.99,usage_metered|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/spocket-review/,2026-07,$39.99,per month (25 products),public
Stackable,E-commerce,stkbl.app,,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/stackable-review/,2026-07,$19.99,"Growth · per month, or $199.99 a year",public
Stamped,Growth & Revenue,stamped.io,23.0,usage_metered,https://aibuildermarketplace.com/b2b/stamped-review/,2026-07,$23,per month at the 200-order volume step (no free plan),public
Stampezee,Growth & Revenue,stampezee.com,29.99,free_tier,https://aibuildermarketplace.com/b2b/stampezee-review/,2026-07,$29.99,"Stamp Lite · per month for 2 branches and 3 stamp cards, with 17% advertised off the…",public
StoreFAQ,Customer Support,storefaq.io,7.99,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/storefaq-review/,2026-07,$7.99,"Professional · per month for 500 FAQ page views and 50 AI chatbot conversations, with…",public
StoreSEO,SEO & Marketing,storeseo.com,14.99,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/storeseo-review/,2026-07,$14.99,Lite · per month for 100 products,public
Storista,Marketing,storista.io,15.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/storista-review/,2026-07,$15,"Basic · per month for 50 videos and basic analytics, billed in USD every 30…",public
Storylane,Sales & CRM,storylane.io,50.0,free_tier,https://aibuildermarketplace.com/b2b/storylane-review/,2026-07,$50,"per month ($40 yearly), then nothing until Growth at $625/mo",public
Streak,Growth & Revenue,streak.com,49.0,per_seat|usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/streak-review/,2026-07,$49,"Pro, per user · per user per month billed annually ($59 billed monthly)",public
Success.co,Growth & Revenue,success.co,12.0,per_seat|addons_extra|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/success-co-review/,2026-07,$12,per user a month for 1-25 users on monthly billing ($11 annual),public
Sunsama,Operations & Workflow,sunsama.com,17.0,,https://aibuildermarketplace.com/b2b/sunsama-review/,2026-07,$17,"per month billed yearly, $22 monthly on the plan card",public
SupaEasy,E-commerce,supaeasy.com,49.0,addons_extra,https://aibuildermarketplace.com/b2b/supaeasy-review/,2026-07,$49,per month ($470/yr),public
Super,E-commerce,effectify.io,,annual_lock,https://aibuildermarketplace.com/b2b/super-review/,2026-07,$9.99,"a month or $83.92 a year, billed through Shopify, 7-day trial",public
Superfiliate,Growth & Revenue,superfiliate.com,,,https://aibuildermarketplace.com/b2b/superfiliate-review/,2026-07,,,quote_only
SupportBee,Customer Support,supportbee.com,20.0,per_seat|usage_metered,https://aibuildermarketplace.com/b2b/supportbee-review/,2026-07,$20,"Startup · per seat per month with no commitment, Enterprise at 25",public
Surfer (SurferSEO),Marketing,surferseo.com,49.0,addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/surfer-surferseo-review/,2026-07,$49,"Discovery · per month, billed yearly",public
SurveyMonkey,Operations & Workflow,surveymonkey.com,,per_seat|usage_metered|free_tier,https://aibuildermarketplace.com/b2b/surveymonkey-review/,2026-07,$468,a year for the first seat plus $360 for every seat after it (US),public
SurveySparrow,Growth & Revenue,surveysparrow.com,19.0,quote_only|usage_metered|free_tier,https://aibuildermarketplace.com/b2b/surveysparrow-review/,2026-07,$19,"per month equivalent, billed yearly",public
Survicate,Operations & Workflow,survicate.com,56.0,usage_metered|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/survicate-review/,2026-07,$56,"Growth (100 responses) · per month, billed annually",public
Switcher Studio,Operations & Workflow,switcherstudio.com,65.0,renewal_jump|annual_lock,https://aibuildermarketplace.com/b2b/switcher-studio-review/,2026-07,$65,"a month month-to-month, or $45 a month billed annually",public
Synthesia,Operations & Workflow,synthesia.io,29.0,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/synthesia-review/,2026-07,$29,Starter · billed monthly,public
Tapita AI SEO Blog Builder,SEO & Marketing,tapita.io,,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/tapita-ai-seo-blog-builder-review/,2026-07,,,quote_only
Tapita SEO Optimizer,SEO & Marketing,tapita.io,9.99,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/tapita-seo-optimizer-review/,2026-07,$9.99,Basic · per month on the Shopify Basic plan,public
Tapstitch,Growth & Revenue,tapstitch.com,,usage_metered,https://aibuildermarketplace.com/b2b/tapstitch-review/,2026-07,,,see_details
Tax1099,Financial Operations,tax1099.com,,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/tax1099-review/,2026-07,$249,"a year (multi-user access, 250 free TIN matches)",public
TaxCycle,Financial Operations,taxcycle.com,,per_seat|addons_extra,https://aibuildermarketplace.com/b2b/taxcycle-review/,2026-07,C$618,a year,public
Team Pulse,Operations & Workflow,goteampulse.io,29.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/team-pulse-review/,2026-07,$29,per month billed annually ($39 monthly),public
Teikametrics,E-commerce,teikametrics.com,149.0,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/teikametrics-review/,2026-07,$149,"Essentials, up to $10K… · per month billed annually",public
Tellent,Operations & Workflow,tellent.com,,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/tellent-review/,2026-07,,,quote_only
Tenable,IT & Productivity,tenable.com,,addons_extra,https://aibuildermarketplace.com/b2b/tenable-review/,2026-07,"$4,790",per year,public
TestDriver.ai,Developer Tools,testdriver.ai,20.0,per_seat|usage_metered,https://aibuildermarketplace.com/b2b/testdriver-ai-review/,2026-07,$20,"Pro · per seat a month, plus $0.14 per testing minute beyond the 120 included",public
TestGorilla,HR & People,testgorilla.com,142.0,usage_metered|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/testgorilla-review/,2026-07,$142,"per month, annual commitment ($1,704/yr)",public
TextExpander,Productivity,textexpander.com,,per_seat|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/textexpander-review/,2026-07,,,see_details
Textline,Communication & Voice,textline.com,,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/textline-review/,2026-07,,,quote_only
TheTop,IT & Productivity,thetop.com,,,https://aibuildermarketplace.com/b2b/thetop-review/,2026-07,,,quote_only
Thordata,Developer Tools,thordata.com,,usage_metered,https://aibuildermarketplace.com/b2b/thordata-review/,2026-07,,,see_details
Thryv,Business Operations,thryv.com,99.0,,https://aibuildermarketplace.com/b2b/thryv-review/,2026-07,$99,"a month, or $85 a month billed annually",public
TicketTailor,Growth & Revenue,tickettailor.com,,usage_metered,https://aibuildermarketplace.com/b2b/tickettailor-review/,2026-07,,,see_details
Tidio,Customer Support,tidio.com,29.0,addons_extra|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/tidio-review/,2026-07,$29,Starter · per month paid month to month for 100 billable conversations and 10…,public
Timesact Preorder,E-commerce,timesact.com,5.0,usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/timesact-preorder-review/,2026-07,$5,per month,public
TiXel,Marketing,effectify.io,,,https://aibuildermarketplace.com/b2b/tixel-review/,2026-07,$19.99,"Unlimited Plan · per month, or $119.94 a year at a stated 50% saving, on a seven-day…",public
TnC,E-commerce,effectify.io,,,https://aibuildermarketplace.com/b2b/tnc-review/,2026-07,$7.99,"Basic Plan · per month on the App Store listing, or $47.94 a year, for the checkbox…",public
Todoist,Operations & Workflow,todoist.com,5.0,per_seat|free_tier,https://aibuildermarketplace.com/b2b/todoist-review/,2026-07,$5,a month billed annually ($60/yr) or $7 billed monthly,public
Toggl,Operations & Workflow,toggl.com,9.0,per_seat|free_tier,https://aibuildermarketplace.com/b2b/toggl-review/,2026-07,$9,"per user a month billed annually, or $12 monthly",public
Top Echelon,HR & People,topechelon.com,79.0,per_seat|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/top-echelon-review/,2026-07,$79,TE Recruit Standard… · per seat per month billed annually,public
Trackr,Customer Support,parceltrackr.com,10.0,usage_metered|annual_lock,https://aibuildermarketplace.com/b2b/trackr-review/,2026-07,$10,per month or $96/yr (400 shipments/mo),public
Tradify,Operations & Workflow,tradifyhq.com,47.0,per_seat|addons_extra,https://aibuildermarketplace.com/b2b/tradify-review/,2026-07,$47,per user a month,public
Trainerize,Operations & Workflow,trainerize.com,9.0,addons_extra,https://aibuildermarketplace.com/b2b/trainerize-review/,2026-07,$9,per month (2 clients),public
Trainual,Operations & Workflow,trainual.com,,addons_extra,https://aibuildermarketplace.com/b2b/trainual-review/,2026-07,,,quote_only
Tresorit,IT & Productivity,tresorit.com,,per_seat,https://aibuildermarketplace.com/b2b/tresorit-review/,2026-07,€29.99,"Professional, 1 user · billed monthly",public
Turbotic,Operations & Workflow,turbotic.com,25.0,per_seat|usage_metered,https://aibuildermarketplace.com/b2b/turbotic-review/,2026-07,$25,"AI Assistant, per seat… · per seat per month as published",public
Typewise,Operations & Workflow,typewise.app,99.0,per_seat|usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/typewise-review/,2026-07,$99,Starter · base fee per month with 1 user ($999 a year),public
UENI,Growth & Revenue,ueni.com,,,https://aibuildermarketplace.com/b2b/ueni-review/,2026-07,,,see_details
UltaHost,IT & Productivity,ultahost.com,3.44,,https://aibuildermarketplace.com/b2b/ultahost-review/,2026-07,$3.44,"per month (list $6.89) on the 2-year term, 1 domain, ~10,000 visits/mo",public
Unbounce,Growth & Revenue,unbounce.com,29.0,quote_only,https://aibuildermarketplace.com/b2b/unbounce-review/,2026-07,$29,"a month, or $22 billed yearly at 25% off",public
Uniqode,Growth & Revenue,uniqode.com,9.0,per_seat|addons_extra,https://aibuildermarketplace.com/b2b/uniqode-review/,2026-07,$9,per month (FAQ-stated minimum),public
UniTel Voice,Communication & Voice,unitelvoice.com,9.99,per_seat|usage_metered|annual_lock,https://aibuildermarketplace.com/b2b/unitel-voice-review/,2026-07,$9.99,"per month (1 user, unlimited minutes, one phone number)",public
Unleashed Software,Operations & Workflow,unleashedsoftware.com,399.0,addons_extra,https://aibuildermarketplace.com/b2b/unleashed-software-review/,2026-07,$399,"Core · per month excluding tax, and it includes only 3 users and 100 sales…",public
Upsell.com,Growth & Revenue,upsell.com,9.99,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/upsell-com-review/,2026-07,$9.99,"Growth · per month from the 51st order or $51 of upsell revenue up to 2,000 a…",public
UpsellPlus,Growth & Revenue,upsellplus.com,,usage_metered,https://aibuildermarketplace.com/b2b/upsellplus-review/,2026-07,$49,"Launch · per month, or $500 a year",public
UptimeRobot,Developer Tools,uptimerobot.com,,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/uptimerobot-review/,2026-07,$144,a year,public
VEA,Operations & Workflow,vea.ai,30.0,per_seat|annual_lock,https://aibuildermarketplace.com/b2b/vea-review/,2026-07,$30,per user per month billed annually,public
Velora,Operations & Workflow,joinvelora.com,,,https://aibuildermarketplace.com/b2b/velora-review/,2026-07,,,quote_only
Vida AI,Communication & Voice,vida.io,1500.0,usage_metered,https://aibuildermarketplace.com/b2b/vida-ai-review/,2026-07,"$1,500","Pilot · a one-off scoped pilot, credited toward the first month in production",public
VidPal,Growth & Revenue,vidpal.ai,12.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/vidpal-review/,2026-07,$12,"per month billed annually ($144/yr), or $24 monthly",public
Vista Social,Growth & Revenue,vistasocial.com,80.0,usage_metered|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/vista-social-review/,2026-07,$80,"per month billed yearly ($99 monthly), 15 profiles, 2 users",public
Volza,Growth & Revenue,volza.com,,usage_metered,https://aibuildermarketplace.com/b2b/volza-review/,2026-07,"$1,500","a year (182 countries, 6,000 searches, 2 users)",public
Voye,Communication & Voice,voyedatapool.com,,,https://aibuildermarketplace.com/b2b/voye-review/,2026-07,,,see_details
VWO,Growth & Revenue,vwo.com,,,https://aibuildermarketplace.com/b2b/vwo-review/,2026-07,,,quote_only
VyReel,E-commerce,vy-reel.com,19.0,usage_metered|annual_lock|free_tier,https://aibuildermarketplace.com/b2b/vyreel-review/,2026-07,$19,"Basic · per month for 10,000 storefront clicks and 50 videos, billed through…",public
Warmup Inbox,Marketing,warmupinbox.com,19.0,,https://aibuildermarketplace.com/b2b/warmup-inbox-review/,2026-07,$19,"a month per inbox (billed monthly), or $15/mo billed yearly",public
Warn,E-commerce,effectify.io,6.99,addons_extra,https://aibuildermarketplace.com/b2b/warn-review/,2026-07,$6.99,"per month for unlimited (non-Plus stores), $12.99/mo Plus Plan",public
Wati,Communication & Voice,wati.io,,per_seat|usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/wati-review/,2026-07,€59,"per month billed annually (€69 monthly), 3 users included",public
Way,E-commerce,effectify.io,,usage_metered|annual_lock,https://aibuildermarketplace.com/b2b/way-review/,2026-07,$6.99,"Basic Plan · per month for up to 50 store locations, or $67.10 a year",public
Weave,Communication & Voice,getweave.com,199.0,addons_extra,https://aibuildermarketplace.com/b2b/weave-review/,2026-07,$199,a month per location (published floor),public
WebCatalog,IT & Productivity,webcatalog.io,5.0,per_seat|free_tier,https://aibuildermarketplace.com/b2b/webcatalog-review/,2026-07,$5,"per user a month billed annually, or $6 monthly",public
Webflow,Website Builders,webflow.com,15.0,usage_metered|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/webflow-review/,2026-07,$15,per month billed yearly ($25 with CMS),public
WebinarGeek,Marketing,webinargeek.com,,per_seat|addons_extra,https://aibuildermarketplace.com/b2b/webinargeek-review/,2026-07,€69,Basic (50 viewers) · billed monthly,public
Wegic,Design & Content,wegic.ai,,usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/wegic-review/,2026-07,$39.90,"Starter · per month billed monthly, or 286.80 a year…",public
WhatConverts,Growth & Revenue,whatconverts.com,30.0,usage_metered,https://aibuildermarketplace.com/b2b/whatconverts-review/,2026-07,$30,"a month (single account), includes $30/mo usage credit",public
Wholesale Gorilla,E-commerce,wholesalegorilla.com,34.95,,https://aibuildermarketplace.com/b2b/wholesale-gorilla-review/,2026-07,$34.95,"Lite · a month, billed every 30 days",public
Wing Assistant,Operations & Workflow,wingassistant.com,699.0,addons_extra,https://aibuildermarketplace.com/b2b/wing-assistant-review/,2026-07,$699,General Virtual… · per month as published,public
Wistia,Video & Audio,wistia.com,79.0,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/wistia-review/,2026-07,$79,"per month, Business + Lead Gen $329/mo",public
Wiz Checkout Upsell,Growth & Revenue,skailama.com,49.0,addons_extra,https://aibuildermarketplace.com/b2b/wiz-checkout-upsell-review/,2026-07,$49,Essential · per month,public
Woodpecker,Sales & CRM,woodpecker.co,35.0,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/woodpecker-review/,2026-07,$35,per month (500-prospect minimum at $7.00 per 100 contacted prospects),public
World Businesses for Sale,Financial Operations,worldbusinessesforsale.com,,,https://aibuildermarketplace.com/b2b/world-businesses-for-sale-review/,2026-07,,,see_details
WP Rocket,IT & Productivity,wp-rocket.me,,renewal_jump|addons_extra,https://aibuildermarketplace.com/b2b/wp-rocket-review/,2026-07,$59,per year for one site,public
Wrike,Operations & Workflow,wrike.com,10.0,per_seat|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/wrike-review/,2026-07,$10,"per user a month, for 2 to 15 users",public
Xero,Financial Operations,xero.com,25.0,per_seat|addons_extra,https://aibuildermarketplace.com/b2b/xero-review/,2026-07,$25,per month ($2.50 for the first 6 months),public
Zedonk,Operations & Workflow,zedonk.co.uk,,addons_extra,https://aibuildermarketplace.com/b2b/zedonk-review/,2026-07,£166,"per month, billed annually",public
Zeffy,Financial Operations,zeffy.com,,usage_metered|free_tier,https://aibuildermarketplace.com/b2b/zeffy-review/,2026-07,,,see_details
ZenBusiness,Operations & Workflow,zenbusiness.com,,free_tier,https://aibuildermarketplace.com/b2b/zenbusiness-review/,2026-07,$199,a year and Worry-Free Compliance $199 a year,public
Zendesk,Customer Support,zendesk.com,19.0,per_seat|usage_metered|addons_extra|annual_lock,https://aibuildermarketplace.com/b2b/zendesk-review/,2026-07,$19,"per agent a month, annual billing (US storefront)",public
Zendrop,E-commerce,zendrop.com,29.0,usage_metered|addons_extra|free_tier,https://aibuildermarketplace.com/b2b/zendrop-review/,2026-07,$29,Beginner · per month for 1-20 linked products,public
ZenZap,Communication & Voice,zenzap.co,3.0,per_seat|free_tier,https://aibuildermarketplace.com/b2b/zenzap-review/,2026-07,$3,per user/mo billed yearly ($4 monthly),public
ZoomInfo,Growth & Revenue,zoominfo.com,,usage_metered|addons_extra,https://aibuildermarketplace.com/b2b/zoominfo-review/,2026-07,,,quote_only
